bn:00014445n	[wn2020:02964806n, wn:02933112n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00045769n	[wn:00558181n, wn2020:00560441n]	icing_the_puck	[(ice hockey) the act of shooting the puck from within your own defensive area the length of the rink beyond the opponent's goal]
bn:00045769n	[wn:00558181n, wn2020:00560441n]	icing	[]
bn:00045754n	[wn:06954183n, wn2020:07033153n]	icelandic	[A Scandinavian language that is the official language of Iceland]
bn:00045771n	[wn2020:07361064n, wn:07269916n]	icon	[(computer science) a graphic symbol (usually a simple picture) that denotes a program or a command or a data file or a concept in a graphical user interface]
bn:00045775n	[wn:10196845n, wn2020:10308422n]	image_breaker	[A destroyer of images used in religious worship]
bn:00045775n	[wn:10196845n, wn2020:10308422n]	iconoclast	[]
bn:00045772n	[wn:03931044n, wn2020:03972412n]	ikon	[A visual representation (of an object or scene or person or abstraction) produced on a surface]
bn:00045772n	[wn:03931044n, wn2020:03972412n]	icon	[]
bn:00045772n	[wn:03931044n, wn2020:03972412n]	image	[]
bn:00045772n	[wn:03931044n, wn2020:03972412n]	picture	[]
bn:00045773n	[wn2020:03596180n, wn:03558971n]	ikon	[A conventional religious painting in oil on a small wooden panel; venerated in the Eastern Church]
bn:00045773n	[wn2020:03596180n, wn:03558971n]	icon	[]
bn:00045781n	[wn2020:14054946n, wn:13915883n]	icosahedron	[Any polyhedron having twenty plane faces]
bn:00045784n	[wn:14319684n, wn2020:14459538n]	icterus	[Yellowing of the skin and the whites of the eyes caused by an accumulation of bile pigment (bilirubin) in the blood; can be a symptom of gallstones or liver infection or anemia]
bn:00045784n	[wn:14319684n, wn2020:14459538n]	jaundice	[]
bn:00045792n	[wn2020:14221805n, wn:14081941n]	raptus	[A sudden occurrence (or recurrence) of a disease]
bn:00045792n	[wn2020:14221805n, wn:14081941n]	ictus	[]
bn:00045792n	[wn2020:14221805n, wn:14081941n]	seizure	[]
bn:00045796n	[wn2020:08398519n, wn:08301155n]	ida	[An agency of the United Nations affiliated with the World Bank]
bn:00045796n	[wn2020:08398519n, wn:08301155n]	international_development_association	[]
bn:00045803n	[wn:07029247n, wn2020:07118050n]	musical_theme	[]
bn:00045803n	[wn:07029247n, wn2020:07118050n]	melodic_theme	[]
bn:00045803n	[wn:07029247n, wn2020:07118050n]	theme	[]
bn:00045803n	[wn:07029247n, wn2020:07118050n]	idea	[(music) melodic subject of a musical composition]
bn:00045804n	[wn2020:05980062n, wn:05923696n]	ideal	[The idea of something that is perfect; something that one hopes to attain]
bn:00045886n	[wn2020:03617190n, wn:03579791n]	ignition_interlock	[A device that prevents an automotive engine from starting]
bn:00045886n	[wn2020:03617190n, wn:03579791n]	interlock	[]
bn:00045884n	[wn2020:03597776n, wn:03560567n]	ignition_system	[The mechanism that ignites the fuel in an internal-combustion engine]
bn:00045884n	[wn2020:03597776n, wn:03560567n]	ignition	[]
bn:00045882n	[wn2020:03704554n, wn:03666591n]	ignitor	[A device for lighting or igniting fuel or charges or fires]
bn:00045882n	[wn2020:03704554n, wn:03666591n]	igniter	[]
bn:00045882n	[wn2020:03704554n, wn:03666591n]	light	[]
bn:00045882n	[wn2020:03704554n, wn:03666591n]	lighter	[]
bn:00045893n	[wn:05988743n, wn2020:06045632n]	unknowingness	[Ignorance (especially of orthodox beliefs)]
bn:00045893n	[wn:05988743n, wn2020:06045632n]	unknowing	[]
bn:00045893n	[wn:05988743n, wn2020:06045632n]	nescience	[]
bn:00045893n	[wn:05988743n, wn2020:06045632n]	ignorantness	[]
bn:00045923n	[wn:12757668n, wn2020:12885567n]	ilex_paraguariensis	[South American holly; leaves used in making a drink like tea]
bn:00045923n	[wn:12757668n, wn2020:12885567n]	paraguay_tea	[]
bn:00045923n	[wn:12757668n, wn2020:12885567n]	mate	[]
bn:00045930n	[wn2020:05328428n, wn:05275315n]	ilium	[The upper and widest of the three bones making up the hipbone]
bn:00045940n	[wn2020:04859058n, wn:04811476n]	illegitimacy	[Unlawfulness by virtue of not being authorized by or in accordance with law]
bn:00045946n	[wn:09657615n, wn2020:09767925n]	illinois	[A member of the Algonquian people formerly of Illinois and regions to the west]
bn:00045947n	[wn2020:06979303n, wn:06910134n]	illinois	[The Algonquian language of the Illinois and Miami]
bn:00045951n	[wn2020:10310680n, wn:10199103n]	illiterate_person	[]
bn:00045951n	[wn2020:10310680n, wn:10199103n]	illiterate	[]
bn:00045951n	[wn2020:10310680n, wn:10199103n]	nonreader	[A person unable to read]
bn:00045953n	[wn:04785669n, wn2020:04832919n]	illogic	[]
bn:00045953n	[wn:04785669n, wn2020:04832919n]	illogicalness	[]
bn:00045953n	[wn:04785669n, wn2020:04832919n]	illogicality	[]
bn:00045953n	[wn:04785669n, wn2020:04832919n]	inconsequence	[Invalid or incorrect reasoning]
bn:00045952n	[wn:14061805n, wn2020:14201669n]	malady	[]
bn:00045952n	[wn:14061805n, wn2020:14201669n]	unwellness	[]
bn:00045952n	[wn:14061805n, wn2020:14201669n]	illness	[]
bn:00045952n	[wn:14061805n, wn2020:14201669n]	sickness	[Impairment of normal physiological function affecting part or all of an organism]
bn:00045954n	[wn:05018542n, wn2020:05068977n]	illumination	[The luminous flux incident on a unit area]
bn:00045954n	[wn:05018542n, wn2020:05068977n]	illuminance	[]
bn:00045964n	[wn2020:09923015n, wn:09812068n]	illustrator	[An artist who makes illustrations (for books or magazines or advertisements etc.)]
bn:00045960n	[wn:05939636n, wn2020:05996178n]	semblance	[An erroneous mental representation]
bn:00045960n	[wn:05939636n, wn2020:05996178n]	illusion	[]
bn:00045958n	[wn:03769397n, wn2020:03809265n]	illumination	[Painting or drawing included in a book (especially in illuminated medieval manuscripts)]
bn:00045958n	[wn:03769397n, wn2020:03809265n]	miniature	[]
bn:00045963n	[wn:03561345n, wn2020:03598554n]	illustration	[A visual representation (a picture or diagram) that is used make some subject more pleasing or easier to understand]
bn:00045971n	[wn2020:04723977n, wn:04677716n]	image	[(Jungian psychology) a personal facade that one presents to the world]
bn:00045971n	[wn2020:04723977n, wn:04677716n]	persona	[]
bn:00045970n	[wn:05928118n, wn2020:05984692n]	mental_image	[An iconic mental representation]
bn:00045970n	[wn:05928118n, wn2020:05984692n]	image	[]
bn:00045972n	[wn:08000304n, wn2020:08095520n]	range	[]
bn:00045972n	[wn:08000304n, wn2020:08095520n]	range_of_a_function	[(mathematics) the set of values of the dependent variable for which a function is defined]
bn:00045972n	[wn:08000304n, wn2020:08095520n]	image	[]
bn:00045979n	[wn:05625465n, wn2020:05679486n]	vision	[The formation of a mental image of something that is not perceived as real and is not present to the senses]
bn:00045979n	[wn:05625465n, wn2020:05679486n]	imagination	[]
bn:00045979n	[wn:05625465n, wn2020:05679486n]	imaginativeness	[]
bn:00045986n	[wn2020:02336002n, wn:02312912n]	imago	[An adult insect produced after metamorphosis]
bn:00045990n	[wn2020:14143906n, wn:14004149n]	imbalance	[]
bn:00045990n	[wn2020:14143906n, wn:14004149n]	instability	[]
bn:00045990n	[wn2020:14143906n, wn:14004149n]	unbalance	[A lack of balance or state of disequilibrium]
bn:00045992n	[wn:13496017n, wn2020:13630236n]	imbibition	[(chemistry) the absorption of a liquid by a solid or gel]
bn:00045983n	[wn:00901083n, wn2020:00905079n]	imaging	[]
bn:00045983n	[wn:00901083n, wn2020:00905079n]	tomography	[(medicine) obtaining pictures of the interior of the body]
bn:00046001n	[wn2020:10311942n, wn:10200365n]	impersonator	[]
bn:00046001n	[wn2020:10311942n, wn:10200365n]	imitator	[Someone who (fraudulently) assumes the appearance of another]
bn:00046085n	[wn:14494186n, wn2020:14634989n]	impecuniousness	[]
bn:00046085n	[wn:14494186n, wn2020:14634989n]	pennilessness	[]
bn:00046085n	[wn:14494186n, wn2020:14634989n]	penuriousness	[A state of lacking money]
bn:00046092n	[wn:13802306n, wn2020:13939683n]	imperative_form	[A mood that expresses an intention to influence the listener's behavior]
bn:00046092n	[wn:13802306n, wn2020:13939683n]	imperative_mood	[]
bn:00046092n	[wn:13802306n, wn2020:13939683n]	imperative	[]
bn:00046092n	[wn:13802306n, wn2020:13939683n]	jussive_mood	[]
bn:00046109n	[wn:10200246n, wn2020:10311823n]	imperialist	[A believer in imperialism]
bn:00046115n	[wn:00756331n, wn2020:00759715n]	impersonation	[Pretending to be another person]
bn:00046115n	[wn:00756331n, wn2020:00759715n]	imposture	[]
bn:00046127n	[wn2020:03601179n, wn:03563967n]	implement	[Instrumentation (a piece of equipment or tool) used to effect an end]
bn:00046111n	[wn2020:05250598n, wn:05197945n]	imperium	[Supreme authority; absolute dominion]
bn:00046123n	[wn:13496286n, wn2020:13630505n]	implantation	[]
bn:00046123n	[wn:13496286n, wn2020:13630505n]	nidation	[(embryology) the organic process whereby a fertilized egg becomes implanted in the lining of the uterus of placental mammals]
bn:00046122n	[wn2020:03600922n, wn:03563710n]	implant	[A prosthesis placed permanently in tissue]
bn:00046144n	[wn:10200781n, wn2020:10312358n]	important_person	[]
bn:00046144n	[wn:10200781n, wn2020:10312358n]	influential_person	[]
bn:00046144n	[wn:10200781n, wn2020:10312358n]	personage	[A person whose actions and opinions strongly influence the course of events]
bn:00046167n	[wn:10593745n, wn2020:10705476n]	promoter	[]
bn:00046167n	[wn:10593745n, wn2020:10705476n]	impresario	[A sponsor who books and stages public entertainments]
bn:00046167n	[wn:10593745n, wn2020:10705476n]	showman	[]
bn:00046183n	[wn2020:01152246n, wn:01146768n]	imprisonment	[]
bn:00046183n	[wn2020:01152246n, wn:01146768n]	internment	[The act of confining someone in a prison (or as if in a prison)]
bn:00046198n	[wn2020:07399198n, wn:07308042n]	nerve_impulse	[]
bn:00046198n	[wn2020:07399198n, wn:07308042n]	nervous_impulse	[]
bn:00046198n	[wn2020:07399198n, wn:07308042n]	neural_impulse	[]
bn:00046198n	[wn2020:07399198n, wn:07308042n]	impulse	[The electrical discharge that travels along a nerve fiber]
bn:00046199n	[wn2020:07512240n, wn:07420991n]	pulsation	[]
bn:00046199n	[wn2020:07512240n, wn:07420991n]	pulsing	[]
bn:00046199n	[wn2020:07512240n, wn:07420991n]	pulse	[]
bn:00046199n	[wn2020:07512240n, wn:07420991n]	impulse	[(electronics) a sharp transient wave in the normal electrical state (or a series of such transients)]
bn:00046157n	[wn:14493145n, wn2020:14633948n]	poverty	[]
bn:00046157n	[wn:14493145n, wn2020:14633948n]	poorness	[]
bn:00046157n	[wn:14493145n, wn2020:14633948n]	impoverishment	[The state of having little or no money and few or no material possessions]
bn:00042027n	[wn:07761309n, wn2020:07854843n]	soursop	[]
bn:00042027n	[wn:07761309n, wn2020:07854843n]	guanabana	[Large spiny tropical fruit with tart pulp related to custard apples]
bn:00042042n	[wn:10149527n, wn2020:10260937n]	warrantor	[]
bn:00042042n	[wn:10149527n, wn2020:10260937n]	warranter	[One who provides a warrant or guarantee to another]
bn:00042042n	[wn:10149527n, wn2020:10260937n]	guarantor	[]
bn:00042042n	[wn:10149527n, wn2020:10260937n]	surety	[]
bn:00042127n	[wn:03467068n, wn2020:03503564n]	guillotine	[Instrument of execution that consists of a weighted blade between two vertical poles; used for beheading people]
bn:00042261n	[wn2020:09835034n, wn:09724234n]	gurkha	[A member of Hindu people descended from brahmins and Rajputs who live in Nepal]
bn:00042263n	[wn:03470948n, wn2020:03507635n]	gurney	[A metal stretcher with wheels]
bn:00042268n	[wn2020:03507717n, wn:03471030n]	gusher	[An oil well with a strong natural flow so that pumping is not necessary, Pozzo petrolifero a eruzione spontanea.]
bn:00042250n	[wn:15016314n, wn2020:15160629n]	powder	[A mixture of potassium nitrate, charcoal, and sulfur in a 75:15:10 ratio which is used in gunnery, time fuses, and fireworks]
bn:00042250n	[wn:15016314n, wn2020:15160629n]	gunpowder	[]
bn:00042271n	[wn:03471190n, wn2020:03507877n]	inset	[A piece of material used to strengthen or enlarge a garment]
bn:00042271n	[wn:03471190n, wn2020:03507877n]	gusset	[]
bn:00042270n	[wn:03471347n, wn2020:03508034n]	gusset_plate	[A metal plate used to strengthen a joist]
bn:00042270n	[wn:03471347n, wn2020:03508034n]	gusset	[]
bn:00042272n	[wn:05658226n, wn2020:05712515n]	gustatory_modality	[The faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth]
bn:00042272n	[wn:05658226n, wn2020:05712515n]	sense_of_taste	[]
bn:00042272n	[wn:05658226n, wn2020:05712515n]	gustation	[]
bn:00042272n	[wn:05658226n, wn2020:05712515n]	taste	[]
bn:00042264n	[wn:10152616n, wn2020:10264097n]	guru	[A Hindu or Buddhist religious leader and spiritual teacher]
bn:00042275n	[wn2020:05769837n, wn:05715283n]	gustatory_perception	[The sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus]
bn:00042275n	[wn2020:05769837n, wn:05715283n]	taste_perception	[]
bn:00042275n	[wn2020:05769837n, wn:05715283n]	gustatory_sensation	[]
bn:00042275n	[wn2020:05769837n, wn:05715283n]	taste_sensation	[]
bn:00042275n	[wn2020:05769837n, wn:05715283n]	taste	[]
bn:00042311n	[wn2020:09823106n, wn:09712324n]	guyanese	[A native or inhabitant of Guyana]
bn:00042304n	[wn:07120176n, wn2020:07210972n]	pharyngeal_consonant	[A consonant articulated in the back of the mouth or throat]
bn:00042304n	[wn:07120176n, wn2020:07210972n]	pharyngeal	[]
bn:00042304n	[wn:07120176n, wn2020:07210972n]	guttural_consonant	[]
bn:00042304n	[wn:07120176n, wn2020:07210972n]	guttural	[]
bn:00042316n	[wn2020:03508799n, wn:03472112n]	gym	[Athletic facility equipped for sports or physical training]
bn:00042316n	[wn2020:03508799n, wn:03472112n]	gymnasium	[]
bn:00042327n	[wn2020:03575228n, wn:03538037n]	gymnastic_horse	[A padded gymnastic apparatus on legs]
bn:00042327n	[wn2020:03575228n, wn:03538037n]	horse	[]
bn:00042319n	[wn:03472535n, wn2020:03509222n]	tennis_shoe	[A canvas shoe with a pliable rubber sole]
bn:00042319n	[wn:03472535n, wn2020:03509222n]	sneaker	[]
bn:00042319n	[wn:03472535n, wn2020:03509222n]	gym_shoe	[]
bn:00042343n	[wn:10154013n, wn2020:10265556n]	gynecologist	[]
bn:00042343n	[wn:10154013n, wn2020:10265556n]	gynaecologist	[]
bn:00042343n	[wn:10154013n, wn2020:10265556n]	woman's_doctor	[A specialist in gynecology]
bn:00042330n	[wn2020:01668603n, wn:01654957n]	gymnophiona	[]
bn:00042330n	[wn2020:01668603n, wn:01654957n]	order_gymnophiona	[An order of amphibians including caecilians]
bn:00042356n	[wn:03957762n, wn2020:03999281n]	plasterboard	[]
bn:00042356n	[wn:03957762n, wn2020:03999281n]	gypsum_board	[Wallboard with a gypsum plaster core bonded to layers of paper or fiberboard; used instead of plaster or wallboard to make interior walls]
bn:00042337n	[wn:11596108n, wn2020:11720938n]	gymnosperm	[Plants of the class Gymnospermae having seeds not enclosed in an ovary]
bn:00042361n	[wn2020:00344437n, wn:00342755n]	gyration	[]
bn:00042361n	[wn2020:00344437n, wn:00342755n]	whirling	[The act of rotating in a circle or spiral]
bn:00042362n	[wn2020:07791346n, wn:07698250n]	gyro	[A Greek sandwich: sliced roast lamb with onion and tomato stuffed into pita bread]
bn:00042363n	[wn2020:03509914n, wn:03473227n]	gyroscope	[]
bn:00042363n	[wn2020:03509914n, wn:03473227n]	gyro	[Rotating mechanism in the form of a universally mounted spinning wheel that offers resistance to turns in any direction]
bn:00042371n	[wn2020:13775211n, wn:13639405n]	henry	[]
bn:00042371n	[wn2020:13775211n, wn:13639405n]	h	[A unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second]
bn:00042380n	[wn:13888783n, wn2020:14027314n]	hour_angle	[]
bn:00042380n	[wn:13888783n, wn2020:14027314n]	ha	[(astronomy) the angular distance of a celestial point measured westward along the celestial equator from the zenith crossing; the right ascension for an observer at a particular location and time of day]
bn:00042372n	[wn2020:13725848n, wn:13591123n]	planck's_constant	[]
bn:00042372n	[wn2020:13725848n, wn:13591123n]	h	[The constant of proportionality relating the energy of a photon to its frequency; approximately 6.626 x 10^-34 joule-second]
bn:00042378n	[wn:13645010n, wn2020:13780814n]	horsepower	[]
bn:00042378n	[wn:13645010n, wn2020:13780814n]	hp	[]
bn:00042378n	[wn:13645010n, wn2020:13780814n]	h.p.	[A unit of power equal to 746 watts]
bn:00042387n	[wn:07055612n, wn2020:07144734n]	habanera	[Music composed in duple time for dancing the habanera]
bn:00042373n	[wn2020:06899805n, wn:06831926n]	h	[The 8th letter of the Roman alphabet]
bn:00042401n	[wn2020:03510391n, wn:03473704n]	haberdashery	[]
bn:00042401n	[wn2020:03510391n, wn:03473704n]	men's_furnishings	[The drygoods sold by a haberdasher]
bn:00042404n	[wn:00414179n, wn2020:00416084n]	habit	[]
bn:00042404n	[wn:00414179n, wn2020:00416084n]	use	[(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition]
bn:00042406n	[wn2020:13625092n, wn:13490909n]	habit	[The general form or mode of growth (especially of a plant or crystal)]
bn:00042407n	[wn:03474167n, wn2020:03510854n]	habit	[]
