bn:00014445n	[wn:02933112n, wn2020:02964806n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00043577n	[wn2020:12103460n, wn:11978233n]	sunflower	[]
bn:00043589n	[wn2020:12105909n, wn:11980682n]	oxeye	[Any North American shrubby perennial herb of the genus Heliopsis having large yellow daisylike flowers]
bn:00043589n	[wn2020:12105909n, wn:11980682n]	heliopsis	[]
bn:00043592n	[wn:00662972n, wn2020:00665827n]	insolation	[Therapeutic exposure to sunlight]
bn:00043592n	[wn:00662972n, wn2020:00665827n]	heliotherapy	[]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	nether_region	[]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	pit	[(Christianity) the abode of Satan and the forces of evil; where sinners suffer eternal punishment]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	inferno	[]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	infernal_region	[]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	hell	[]
bn:00043604n	[wn2020:05683801n, wn:05629682n]	perdition	[]
bn:00043600n	[wn2020:14014933n, wn:13876561n]	helix	[]
bn:00043600n	[wn2020:14014933n, wn:13876561n]	spiral	[A curve that lies on the surface of a cylinder or cone and cuts the element at a constant angle]
bn:00043613n	[wn:12050959n, wn2020:12176480n]	helleborine	[Any of several orchids of the genus Cephalanthera]
bn:00043611n	[wn:12063639n, wn2020:12189223n]	rattlesnake_plantain	[]
bn:00043611n	[wn:12063639n, wn2020:12189223n]	helleborine	[Any of several small temperate and tropical orchids having mottled or striped leaves and spikes of small yellowish-white flowers in a twisted raceme]
bn:00043612n	[wn:12062468n, wn2020:12188021n]	helleborine	[Any of various orchids of the genus Epipactis]
bn:00043621n	[wn:03512911n, wn2020:03549927n]	helm	[Steering mechanism for a vessel; a mechanical device by which a vessel is steered]
bn:00043626n	[wn:12867826n, wn2020:12996755n]	skullcap	[]
bn:00043626n	[wn:12867826n, wn2020:12996755n]	helmetflower	[A herbaceous plant of the genus Scutellaria which has a calyx that, when inverted, resembles a helmet with its visor raised]
bn:00043624n	[wn:03513137n, wn2020:03550153n]	helmet	[A protective headgear made of hard material to resist blows]
bn:00043616n	[wn2020:01458549n, wn:01448291n]	swordtail	[]
bn:00043616n	[wn2020:01458549n, wn:01448291n]	xyphophorus_helleri	[Freshwater fish of Central America having a long swordlike tail; popular aquarium fish]
bn:00043616n	[wn2020:01458549n, wn:01448291n]	helleri	[]
bn:00043616n	[wn2020:01458549n, wn:01448291n]	topminnow	[]
bn:00043610n	[wn2020:11857596n, wn:11733904n]	hellebore	[Any plant of the Eurasian genus Helleborus]
bn:00043623n	[wn2020:03550410n, wn:03513376n]	helmet	[Armor plate that protects the head]
bn:00043620n	[wn:06632511n, wn2020:06698482n]	hullo	[]
bn:00043620n	[wn:06632511n, wn2020:06698482n]	hi	[]
bn:00043620n	[wn:06632511n, wn2020:06698482n]	hello	[]
bn:00043620n	[wn:06632511n, wn2020:06698482n]	howdy	[]
bn:00043620n	[wn:06632511n, wn2020:06698482n]	how-do-you-do	[An expression of greeting]
bn:00043629n	[wn:10169796n, wn2020:10281374n]	steerer	[The person who steers a ship]
bn:00043629n	[wn:10169796n, wn2020:10281374n]	helmsman	[]
bn:00043629n	[wn:10169796n, wn2020:10281374n]	steersman	[]
bn:00043636n	[wn2020:04889399n, wn:04841664n]	kindliness	[]
bn:00043636n	[wn2020:04889399n, wn:04841664n]	helpfulness	[Friendliness evidence by a kindly and helpful disposition]
bn:00043632n	[wn2020:10692310n, wn:10580535n]	helot	[]
bn:00043632n	[wn2020:10692310n, wn:10580535n]	villein	[(Middle Ages) a person who is bound to the land and owned by the feudal lord]
bn:00043632n	[wn2020:10692310n, wn:10580535n]	serf	[]
bn:00043637n	[wn2020:07670993n, wn:07578363n]	portion	[]
bn:00043637n	[wn2020:07670993n, wn:07578363n]	serving	[An individual quantity of food or drink taken as part of a meal]
bn:00043637n	[wn2020:07670993n, wn:07578363n]	helping	[]
bn:00043647n	[wn2020:03550679n, wn:03513627n]	hem	[The edge of a piece of cloth; especially the finished edge that has been doubled under and stitched down]
bn:00043649n	[wn:04696316n, wn2020:04742712n]	strawberry	[]
bn:00043649n	[wn:04696316n, wn2020:04742712n]	strawberry_mark	[]
bn:00043649n	[wn:04696316n, wn2020:04742712n]	hemangioma_simplex	[A soft red birthmark]
bn:00043646n	[wn2020:06895706n, wn:06827947n]	sans_serif	[]
bn:00043646n	[wn2020:06895706n, wn:06827947n]	helvetica	[A typeface in which characters have no serifs]
bn:00043663n	[wn2020:13252157n, wn:13120775n]	hemiparasite	[]
bn:00043663n	[wn2020:13252157n, wn:13120775n]	semiparasite	[A parasitic plant that contains some chlorophyll and therefore is capable of photosynthesis]
bn:00043665n	[wn:10170866n, wn2020:10282451n]	hemiplegic	[A person who has hemiplegia (is paralyzed on one side of the body)]
bn:00043664n	[wn:14559644n, wn2020:14700579n]	hemiplegia	[]
bn:00043664n	[wn:14559644n, wn2020:14700579n]	unilateral_paralysis	[Paralysis of one side of the body]
bn:00043668n	[wn2020:08682137n, wn:08583095n]	hemisphere	[Half of the terrestrial globe]
bn:00043675n	[wn:11627168n, wn2020:11751998n]	hemlock	[]
bn:00043675n	[wn:11627168n, wn2020:11751998n]	hemlock_tree	[An evergreen tree]
bn:00043686n	[wn2020:01328403n, wn:01321123n]	hen	[Female of certain aquatic animals e.g. octopus or lobster]
bn:00043684n	[wn2020:01525555n, wn:01514859n]	hen	[Adult female bird]
bn:00043773n	[wn:05801594n, wn2020:05856714n]	heraldry	[The study and classification of armorial bearings and the tracing of genealogies]
bn:00043784n	[wn:12104501n, wn2020:12230623n]	herbage	[]
bn:00043784n	[wn:12104501n, wn2020:12230623n]	pasturage	[Succulent herbaceous vegetation of pasture land]
bn:00043780n	[wn2020:12834751n, wn:12707199n]	ruta_graveolens	[European strong-scented perennial herb with grey-green bitter-tasting leaves; an irritant similar to poison ivy]
bn:00043780n	[wn2020:12834751n, wn:12707199n]	rue	[]
bn:00043780n	[wn2020:12834751n, wn:12707199n]	herb_of_grace	[]
bn:00043776n	[wn:12205694n, wn2020:12331967n]	herb	[]
bn:00043776n	[wn:12205694n, wn2020:12331967n]	herbaceous_plant	[A plant lacking a permanent woody stem; many are flowering garden plants or potherbs; some having medicinal properties; some are pests]
bn:00043783n	[wn:07933891n, wn2020:08028633n]	herbal	[Tea-like drink made of leaves of various herbs]
bn:00043783n	[wn:07933891n, wn2020:08028633n]	herb_tea	[]
bn:00043783n	[wn:07933891n, wn2020:08028633n]	herbal_tea	[]
bn:00043819n	[wn:10171755n, wn2020:10283340n]	misbeliever	[]
bn:00043819n	[wn:10171755n, wn2020:10283340n]	religious_outcast	[A person who holds religious beliefs in conflict with the dogma of the Roman Catholic Church]
bn:00043819n	[wn:10171755n, wn2020:10283340n]	heretic	[]
bn:00043812n	[wn:13493399n, wn2020:13627582n]	heredity	[The biological process whereby genetic factors are transmitted from one generation to the next]
bn:00043823n	[wn:13262913n, wn2020:13395771n]	inheritance	[]
bn:00043823n	[wn:13262913n, wn2020:13395771n]	heritage	[That which is inherited; a title or property or estate that passes by law to the heir on the death of the owner]
bn:00043837n	[wn2020:14608616n, wn:14467975n]	hermaphroditism	[]
bn:00043837n	[wn2020:14608616n, wn:14467975n]	hermaphrodism	[Congenital condition in which external genitalia and internal sex organs have both male and female characteristics]
bn:00043842n	[wn2020:10284033n, wn:10172448n]	solitary	[]
bn:00043842n	[wn2020:10284033n, wn:10172448n]	solitudinarian	[]
bn:00043842n	[wn2020:10284033n, wn:10172448n]	hermit	[]
bn:00043842n	[wn2020:10284033n, wn:10172448n]	recluse	[]
bn:00043842n	[wn2020:10284033n, wn:10172448n]	troglodyte	[One who lives in solitude]
bn:00043859n	[wn:06386156n, wn2020:06449441n]	heroic_verse	[]
bn:00043859n	[wn:06386156n, wn2020:06449441n]	heroic_meter	[]
bn:00043859n	[wn:06386156n, wn2020:06449441n]	heroic	[A verse form suited to the treatment of heroic or elevated themes; dactylic hexameter or iambic pentameter]
bn:00043866n	[wn:10173305n, wn2020:10284889n]	heroine	[The main good female character in a work of fiction]
bn:00043869n	[wn:12688716n, wn2020:12816269n]	storksbill	[]
bn:00043869n	[wn:12688716n, wn2020:12816269n]	heron's_bill	[Any of various plants of the genus Erodium]
bn:00043872n	[wn:14131950n, wn2020:14271778n]	herpes	[Viral diseases causing eruptions of the skin or mucous membrane]
bn:00043853n	[wn2020:10284670n, wn:10173086n]	hero	[(classical mythology) a being of great strength and courage celebrated for bold exploits; often the offspring of a mortal and a god]
bn:00043873n	[wn:01338685n, wn2020:01346250n]	herpes	[]
bn:00043873n	[wn:01338685n, wn2020:01346250n]	herpes_virus	[Any of the animal viruses that cause painful blisters on the skin]
bn:00043868n	[wn2020:02027263n, wn:02008041n]	heron	[Grey or white wading bird with long neck and long legs and (usually) long bill]
bn:00043885n	[wn:10173771n, wn2020:10285355n]	herr	[A German man; used before the name as a title equivalent to Mr in English]
bn:00043890n	[wn:07784522n, wn2020:07878092n]	herring	[Valuable flesh of fatty fish from shallow waters of northern Atlantic or Pacific; usually salted or pickled]
bn:00043894n	[wn:03516367n, wn2020:03553438n]	herringbone	[]
bn:00043894n	[wn:03516367n, wn2020:03553438n]	herringbone_pattern	[A pattern of columns of short parallel lines with all the lines in one column sloping one way and lines in adjacent columns sloping the other way; it is used in weaving, masonry, parquetry, embroidery]
bn:00043893n	[wn2020:03553337n, wn:03516266n]	herringbone	[A twilled fabric with a herringbone pattern]
bn:00043879n	[wn2020:14272657n, wn:14132829n]	herpes_zoster	[]
bn:00043879n	[wn2020:14272657n, wn:14132829n]	zoster	[]
bn:00043879n	[wn2020:14272657n, wn:14132829n]	shingles	[Eruptions along a nerve path often accompanied by severe neuralgia]
bn:00043912n	[wn2020:03553915n, wn:03516844n]	hessian_boot	[]
bn:00043912n	[wn2020:03553915n, wn:03516844n]	hessian	[]
bn:00043912n	[wn2020:03553915n, wn:03516844n]	jackboot	[]
bn:00043912n	[wn2020:03553915n, wn:03516844n]	wellington	[]
bn:00043912n	[wn2020:03553915n, wn:03516844n]	wellington_boot	[(19th century) a man's high tasseled boot]
bn:00043919n	[wn2020:09413346n, wn:09302400n]	heterocyclic_ring	[]
bn:00043919n	[wn2020:09413346n, wn:09302400n]	heterocycle	[A ring of atoms of more than one kind; especially a ring of carbon atoms containing at least one atom that is not carbon]
bn:00043924n	[wn:04751098n, wn2020:04797979n]	heterogeneity	[]
bn:00043924n	[wn:04751098n, wn2020:04797979n]	heterogeneousness	[The quality of being diverse and not comparable in kind]
bn:00044029n	[wn2020:03555702n, wn:03518631n]	high_gear	[]
bn:00044029n	[wn2020:03555702n, wn:03518631n]	high	[A forward gear with a gear ratio that gives the greatest vehicle velocity for a given engine speed]
bn:00044022n	[wn:06362441n, wn2020:06425198n]	hieroglyph	[]
bn:00044022n	[wn:06362441n, wn2020:06425198n]	hieroglyphic	[A writing system using picture symbols; used in ancient Egypt]
bn:00044088n	[wn:02388588n, wn2020:02413129n]	stepper	[]
bn:00044088n	[wn:02388588n, wn2020:02413129n]	high_stepper	[A horse trained to lift its feet high off the ground while walking or trotting]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	twelve_noon	[]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	noon	[]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	midday	[]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	high_noon	[]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	noontide	[The middle of the day]
bn:00044075n	[wn:15165490n, wn2020:15311588n]	noonday	[]
bn:00044095n	[wn:00782072n, wn2020:00785783n]	treason	[]
bn:00044095n	[wn:00782072n, wn2020:00785783n]	lese_majesty	[A crime that undermines the offender's government]
bn:00044095n	[wn:00782072n, wn2020:00785783n]	high_treason	[]
bn:00044123n	[wn:03518943n, wn2020:03556014n]	highlighter	[A fluorescent marker used to mark important passages in a text]
bn:00044124n	[wn:10175090n, wn2020:10286634n]	highness	[(Your Highness or His Highness or Her Highness) title used to address a royal person]
bn:00044116n	[wn2020:09413562n, wn:09302616n]	upland	[Elevated (e.g., mountainous) land]
bn:00044116n	[wn2020:09413562n, wn:09302616n]	highland	[]
bn:00044139n	[wn2020:10287655n, wn:10176111n]	tramp	[]
bn:00044139n	[wn2020:10287655n, wn:10176111n]	hiker	[]
bn:00044139n	[wn2020:10287655n, wn:10176111n]	tramper	[A foot traveler; someone who goes on an extended walk (for pleasure)]
bn:00044151n	[wn2020:05277687n, wn:05224755n]	hilum	[(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ]
bn:00044151n	[wn2020:05277687n, wn:05224755n]	hilus	[]
bn:00044167n	[wn:02569484n, wn2020:02596101n]	hind	[Any of several mostly spotted fishes that resemble groupers]
bn:00044168n	[wn2020:02455910n, wn:02431441n]	hind	[A female deer, especially an adult female red deer]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	stilt	[]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	himantopus_stilt	[Long-legged three-toed black-and-white wading bird of inland ponds and marshes or brackish lagoons]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	stilt_plover	[]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	long-legs	[]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	longlegs	[]
bn:00044161n	[wn2020:02054517n, wn:02034661n]	stiltbird	[]
bn:00044178n	[wn:09713501n, wn2020:09824283n]	hindustani	[A native or inhabitant of Hindustan or India]
bn:00044178n	[wn:09713501n, wn2020:09824283n]	hindoo	[]
bn:00044178n	[wn:09713501n, wn2020:09824283n]	hindu	[]
bn:00044174n	[wn2020:01078834n, wn:01073995n]	interference	[The act of hindering or obstructing or impeding]
bn:00044174n	[wn2020:01078834n, wn:01073995n]	hinderance	[]
bn:00044174n	[wn2020:01078834n, wn:01073995n]	hindrance	[]
bn:00044179n	[wn2020:09794838n, wn:09684609n]	hindoo	[A person who adheres to Hinduism]
bn:00044179n	[wn2020:09794838n, wn:09684609n]	hindu	[]
bn:00044182n	[wn2020:07051535n, wn:06970373n]	hindostani	[A form of Hindi spoken around Delhi]
bn:00044182n	[wn2020:07051535n, wn:06970373n]	hindoostani	[]
bn:00044182n	[wn2020:07051535n, wn:06970373n]	hindustani	[]
bn:00044177n	[wn:06970103n, wn2020:07051235n]	hindi	[The most widely spoken of modern Indic vernaculars; spoken mostly in the north of India; along with English it is the official language of India; usually written in Devanagari script]
bn:00044199n	[wn:13890679n, wn2020:14029210n]	hip	[(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof]
bn:00044212n	[wn:08583682n, wn2020:08682724n]	hipline	[The line formed by measuring the hip at its greatest part]
bn:00044213n	[wn:08583554n, wn2020:08682596n]	hipline	[The line formed by the lower edge of hip-length garment]
bn:00044200n	[wn2020:12748013n, wn:12620546n]	rosehip	[The fruit of a rose plant]
bn:00044200n	[wn2020:12748013n, wn:12620546n]	rose_hip	[]
bn:00044200n	[wn2020:12748013n, wn:12620546n]	hip	[]
bn:00044198n	[wn2020:05650482n, wn:05596651n]	hip	[The structure of the vertebrate skeleton supporting the lower limbs in humans and the hind limbs or corresponding parts in other vertebrates]
bn:00044198n	[wn2020:05650482n, wn:05596651n]	pelvic_arch	[]
bn:00044198n	[wn2020:05650482n, wn:05596651n]	pelvic_girdle	[]
bn:00044198n	[wn2020:05650482n, wn:05596651n]	pelvis	[]
bn:00044218n	[wn:02198859n, wn2020:02220363n]	hippobosca_equina	[Winged fly parasitic on horses]
bn:00044218n	[wn:02198859n, wn2020:02220363n]	horsefly	[]
bn:00044218n	[wn:02198859n, wn2020:02220363n]	horse_tick	[]
bn:00044181n	[wn2020:06296884n, wn:06236802n]	hindooism	[A body of religious and philosophical beliefs and cultural practices native to India and based on a caste system; it is characterized by a belief in reincarnation, by a belief in a supreme being of many forms and natures, by the view that opposing theories are aspects of one eternal truth, and by a desire for liberation from earthly evils]
bn:00044181n	[wn2020:06296884n, wn:06236802n]	hinduism	[]
bn:00044220n	[wn2020:05549889n, wn:05496261n]	hippocampus	[A complex neural structure (shaped like a sea horse) consisting of grey matter and located on the floor of each lateral ventricle; intimately involved in motivation and emotion as part of the limbic system; has a central role in the formation of memories]
bn:00044229n	[wn:10170060n, wn2020:10281638n]	hire	[A newly hired employee]
bn:00044202n	[wn2020:07153303n, wn:07064055n]	hip-hop	[Genre of African-American music of the 1980s and 1990s in which rhyming lyrics are chanted to a musical accompaniment; several forms of rap have emerged]
bn:00044202n	[wn2020:07153303n, wn:07064055n]	rap_music	[]
bn:00044202n	[wn2020:07153303n, wn:07064055n]	rap	[]
bn:00044231n	[wn2020:13429847n, wn:13296752n]	never-never	[Installment plan]
bn:00044231n	[wn2020:13429847n, wn:13296752n]	hire-purchase	[]
bn:00044233n	[wn2020:10288457n, wn:10176913n]	pensionary	[A person who works only for money]
bn:00044233n	[wn2020:10288457n, wn:10176913n]	hireling	[]
bn:00044217n	[wn:02398521n, wn2020:02423065n]	hippopotamus	[]
bn:00044217n	[wn:02398521n, wn2020:02423065n]	hippopotamus_amphibius	[Massive thick-skinned herbivorous animal living in or around rivers of tropical Africa]
bn:00044217n	[wn:02398521n, wn2020:02423065n]	river_horse	[]
bn:00044217n	[wn:02398521n, wn2020:02423065n]	hippo	[]
bn:00044241n	[wn:10629647n, wn2020:10741487n]	hispanic	[An American whose first language is Spanish]
bn:00044241n	[wn:10629647n, wn2020:10741487n]	hispanic_american	[]
bn:00044241n	[wn:10629647n, wn2020:10741487n]	spanish_american	[]
bn:00043745n	[wn:11542640n, wn2020:11667470n]	liverwort	[]
bn:00043745n	[wn:11542640n, wn2020:11667470n]	hepatic	[Any of numerous small green nonvascular plants of the class Hepaticopsida growing in wet places and resembling green seaweeds or leafy mosses]
